Event,ID,Rank,Name,Country,Qualification,Final
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",56,1,EVGENII VAITSEKHOVSKII,RUS,6.850,7.61
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",3259,2,PANDU ASMORO GALAR,INA,7.180,FALL
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",64,3,SERGEY ABDRAKHMANOV,RUS,6.960,6.72
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",48,4,SERGEI SINITCYN,RUS,6.860,8.70
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",4745,5,LUKASZ SWIRK,POL,6.850,6.86
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",3258,6,YULIANTO ABUDZAR,INA,6.960,7.20
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",4884,7,EVGENY ASTASHKIN,RUS,8.230,7.94
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",2838,8,JEDRZEJ KOMOSINSKI,POL,6.680,8.50
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",1359,9,LIBOR HROZA,CZE,7.350,7.12
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",2932,10,NING ZHANG,CHN,7.480,7.16
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",86,11,ARSENII SHEVCHENKO,RUS,7.660,7.48
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",3360,12,ALEXEY MOLCHANOV,KAZ,8.150,7.85
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",3264,13,TONNY MAMIRI,INA,7.890,7.92
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",2140,14,JIUN-JIE TZENG,TPE,8.630,8.49
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",5026,15,LINCAI ZHONG,CHN,7.280,8.52
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",74,16,STANISLAV KOKORIN,RUS,6.820,9.98
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",4882,17,ZUFAR NIGMANOV,RUS,9.030,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",5010,18,CHI-WAI LAI,HKG,9.330,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",6122,19,RUIZHI CHEN,CHN,9.950,
