Event,ID,Rank,Name,Gender,Country,Qualification,Final
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,1468,1,OLENA RYEPKO,F,UKR,35.280,27.03
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,2834,2,EDYTA ROPEK,F,POL,35.070,28.87
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,3178,3,LUCELIA BLANCO,F,VEN,33.590,27.27
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,1474,4,SVITLANA TUZHYLINA,F,UKR,37.340,28.31
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4982,5,CHUNHUA LI,F,CHN,35.100,29.17
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,46,6,ANNA STENKOVAYA,F,RUS,33.370,29.61
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,5493,7,OLGA BEZHKO,F,UKR,38.170,32.65
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,45,8,VALENTINA YURINA,F,RUS,33.720,33.26
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4761,9,ANNA GALLYAMOVA,F,RUS,36.960,33.95
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4736,10,OLGA EVSTIGNEEVA,F,RUS,38.800,33.97
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,40,11,NATALIA TITOVA,F,RUS,37.290,35.80
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4857,12,OLGA MOROZKINA,F,RUS,39.520,36.55
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,62,13,ALINA GAIDAMAKINA,F,RUS,40.250,36.93
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,5931,14,YULIA TROEPOLSKAYA,F,RUS,41.070,39.35
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4735,15,KSENIIA ALEKSEEVA,F,RUS,40.190,40.52
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4739,16,OLENA SHEREMETYEVA,F,UKR,39.710,40.73
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,5933,17,NATALIA KOROLEVA,F,RUS,41.440,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,82,18,MARIIA KRASAVINA,F,RUS,41.670,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4863,19,ANNA MYLNIKOVA,F,RUS,42.120,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4737,20,EKATERINA BOYARSKIKH,F,RUS,43.270,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,5494,21,OLGA MYKHAILOVA,F,UKR,43.910,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,71,22,GALINA TERENTEVA,F,RUS,44.490,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,81,23,YULIYA LEVOCHKINA,F,RUS,45.170,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,5938,24,YULIA VAYTSEKHOVSKAYA,F,RUS,45.650,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,5939,25,EVGENIYA SHAHMATOVA,F,RUS,51.070,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,5782,26,ALIYA ISKAKOVA,F,KAZ,63.220,
